dzien_czas,id_farmy,zrodlo,temp_otoczenia,temp_modulu,naslonecznienie
2021-06-01 00:00:00,1,1_pv,23.128673,20.4643053,0.0
2021-06-01 00:15:00,1,1_pv,23.0325623,20.3414285,0.0
2021-06-01 00:30:00,1,1_pv,22.9674925,20.2694927,0.0
2021-06-01 00:45:00,1,1_pv,22.8105937,20.1989175,0.0
2021-06-01 01:00:00,1,1_pv,22.611436,20.0858663,0.0
2021-06-01 01:15:00,1,1_pv,22.4974122,20.2636271,0.0
2021-06-01 01:30:00,1,1_pv,22.3489481,20.2015706,0.0
2021-06-01 01:45:00,1,1_pv,22.1516377,20.0454856,0.0
2021-06-01 02:00:00,1,1_pv,21.9931193,19.9412027,0.0
2021-06-01 02:15:00,1,1_pv,21.9742615,20.0685444,0.0
2021-06-01 02:30:00,1,1_pv,21.967161,20.0397666,0.0
2021-06-01 02:45:00,1,1_pv,21.9381226,20.0180746,0.0
2021-06-01 03:00:00,1,1_pv,21.7657939,19.6118978,0.0
2021-06-01 03:15:00,1,1_pv,21.6445659,19.6476928,0.0
2021-06-01 03:30:00,1,1_pv,21.5705893,19.5490985,0.0
2021-06-01 03:45:00,1,1_pv,21.4685201,19.5483397,0.0
2021-06-01 04:00:00,1,1_pv,21.497992,19.9281739,0.0
2021-06-01 04:15:00,1,1_pv,21.5130777,19.8186035,0.0
2021-06-01 04:30:00,1,1_pv,21.4891969,19.8354494,0.0
2021-06-01 04:45:00,1,1_pv,21.301675,19.4440332,0.0
2021-06-01 05:00:00,1,1_pv,21.2349955,19.2844768,0.0
2021-06-01 05:15:00,1,1_pv,21.3460549,19.5410582,0.0
2021-06-01 05:30:00,1,1_pv,21.3136779,19.6320781,0.0
2021-06-01 05:45:00,1,1_pv,21.1711039,19.4815205,0.0001462
2021-06-01 06:00:00,1,1_pv,21.2783936,19.9655437,0.0083068
2021-06-01 06:15:00,1,1_pv,21.5630675,20.7567953,0.0331196
2021-06-01 06:30:00,1,1_pv,21.8877217,21.5445477,0.0685967
2021-06-01 06:45:00,1,1_pv,22.2474344,22.3549544,0.1091689
2021-06-01 07:00:00,1,1_pv,22.7736083,23.3385538,0.1611516
2021-06-01 07:15:00,1,1_pv,23.2625937,24.9142943,0.2420571
2021-06-01 07:30:00,1,1_pv,23.8553793,28.47594,0.3281198
2021-06-01 07:45:00,1,1_pv,24.3616109,32.2250327,0.3831311
2021-06-01 08:00:00,1,1_pv,24.8549113,35.2018879,0.46994
2021-06-01 08:15:00,1,1_pv,25.2163451,37.0550171,0.4473209
2021-06-01 08:30:00,1,1_pv,25.8066083,40.6438537,0.4222148
