dzien_czas,id_farmy,zrodlo,moc_DC,moc_AC,wydajnosc,wydajnosc_sum
11-06-2021 00:00,1,a,0.0,0.0,738.875,6444981.0
11-06-2021 00:00,1,b,0.0,0.0,0.0,6386620.0
11-06-2021 00:00,1,c,0.0,0.0,818.75,7190469.0
11-06-2021 00:00,1,d,0.0,0.0,795.25,7801091.0
11-06-2021 00:00,1,e,0.0,0.0,0.0,7361623.0
11-06-2021 00:00,1,f,0.0,0.0,809.875,7409295.0
11-06-2021 00:00,1,g,0.0,0.0,0.0,7227367.0
11-06-2021 00:00,1,w,0.0,0.0,802.375,7379687.0
11-06-2021 00:00,1,h,0.0,0.0,804.75,6724210.0
11-06-2021 00:00,1,i,0.0,0.0,0.0,7296071.0
11-06-2021 00:00,1,j,0.0,0.0,0.0,6476944.0
11-06-2021 00:00,1,k,0.0,0.0,0.0,6499210.0
11-06-2021 00:00,1,l,0.0,0.0,0.0,7379779.0
11-06-2021 00:00,1,m,0.0,0.0,784.625,6381032.0
11-06-2021 00:00,1,n,0.0,0.0,822.25,7369294.0
11-06-2021 00:00,1,o,0.0,0.0,0.0,7310769.0
11-06-2021 00:00,1,p,0.0,0.0,0.0,7215600.0
11-06-2021 00:00,1,q,0.0,0.0,0.0,7240508.0
11-06-2021 00:00,1,r,0.0,0.0,0.0,6982403.0
11-06-2021 00:00,1,s,0.0,0.0,801.5,7205465.0
11-06-2021 00:00,1,t,0.0,0.0,812.25,6537903.0
11-06-2021 00:00,1,u,0.0,0.0,0.0,7317016.0
11-06-2021 00:15,1,a,0.0,0.0,0.0,6444981.0
11-06-2021 00:15,1,b,0.0,0.0,0.0,6386620.0
11-06-2021 00:15,1,c,0.0,0.0,0.0,7190469.0
11-06-2021 00:15,1,d,0.0,0.0,0.0,7801091.0
11-06-2021 00:15,1,e,0.0,0.0,0.0,7361623.0
11-06-2021 00:15,1,f,0.0,0.0,0.0,7409295.0
11-06-2021 00:15,1,g,0.0,0.0,0.0,7227367.0
11-06-2021 00:15,1,w,0.0,0.0,0.0,7379687.0
11-06-2021 00:15,1,h,0.0,0.0,0.0,6724210.0
11-06-2021 00:15,1,i,0.0,0.0,0.0,7296071.0
11-06-2021 00:15,1,j,0.0,0.0,0.0,6476944.0
11-06-2021 00:15,1,k,0.0,0.0,0.0,6499210.0
11-06-2021 00:15,1,l,0.0,0.0,0.0,7379779.0
11-06-2021 00:15,1,m,0.0,0.0,0.0,6381032.0
11-06-2021 00:15,1,n,0.0,0.0,0.0,7369294.0
11-06-2021 00:15,1,o,0.0,0.0,0.0,7310769.0
11-06-2021 00:15,1,p,0.0,0.0,0.0,7215600.0
11-06-2021 00:15,1,q,0.0,0.0,0.0,7240508.0
11-06-2021 00:15,1,r,0.0,0.0,0.0,6982403.0
11-06-2021 00:15,1,s,0.0,0.0,0.0,7205465.0
11-06-2021 00:15,1,t,0.0,0.0,0.0,6537903.0
11-06-2021 00:15,1,u,0.0,0.0,0.0,7317016.0
11-06-2021 00:30,1,a,0.0,0.0,0.0,6444981.0
11-06-2021 00:30,1,b,0.0,0.0,0.0,6386620.0
11-06-2021 00:30,1,c,0.0,0.0,0.0,7190469.0
11-06-2021 00:30,1,d,0.0,0.0,0.0,7801091.0
11-06-2021 00:30,1,e,0.0,0.0,0.0,7361623.0
11-06-2021 00:30,1,f,0.0,0.0,0.0,7409295.0
11-06-2021 00:30,1,g,0.0,0.0,0.0,7227367.0
11-06-2021 00:30,1,w,0.0,0.0,0.0,7379687.0
11-06-2021 00:30,1,h,0.0,0.0,0.0,6724210.0
11-06-2021 00:30,1,i,0.0,0.0,0.0,7296071.0
11-06-2021 00:30,1,j,0.0,0.0,0.0,6476944.0
11-06-2021 00:30,1,k,0.0,0.0,0.0,6499210.0
11-06-2021 00:30,1,l,0.0,0.0,0.0,7379779.0
11-06-2021 00:30,1,m,0.0,0.0,0.0,6381032.0
11-06-2021 00:30,1,n,0.0,0.0,0.0,7369294.0
11-06-2021 00:30,1,o,0.0,0.0,0.0,7310769.0
11-06-2021 00:30,1,p,0.0,0.0,0.0,7215600.0
11-06-2021 00:30,1,q,0.0,0.0,0.0,7240508.0
11-06-2021 00:30,1,r,0.0,0.0,0.0,6982403.0
11-06-2021 00:30,1,s,0.0,0.0,0.0,7205465.0
11-06-2021 00:30,1,t,0.0,0.0,0.0,6537903.0
11-06-2021 00:30,1,u,0.0,0.0,0.0,7317016.0
11-06-2021 00:45,1,a,0.0,0.0,0.0,6444981.0
11-06-2021 00:45,1,b,0.0,0.0,0.0,6386620.0
11-06-2021 00:45,1,c,0.0,0.0,0.0,7190469.0
11-06-2021 00:45,1,d,0.0,0.0,0.0,7801091.0
11-06-2021 00:45,1,e,0.0,0.0,0.0,7361623.0
11-06-2021 00:45,1,f,0.0,0.0,0.0,7409295.0
11-06-2021 00:45,1,g,0.0,0.0,0.0,7227367.0
11-06-2021 00:45,1,w,0.0,0.0,0.0,7379687.0
11-06-2021 00:45,1,h,0.0,0.0,0.0,6724210.0
11-06-2021 00:45,1,i,0.0,0.0,0.0,7296071.0
11-06-2021 00:45,1,j,0.0,0.0,0.0,6476944.0
11-06-2021 00:45,1,k,0.0,0.0,0.0,6499210.0
11-06-2021 00:45,1,l,0.0,0.0,0.0,7379779.0
11-06-2021 00:45,1,m,0.0,0.0,0.0,6381032.0
11-06-2021 00:45,1,n,0.0,0.0,0.0,7369294.0
11-06-2021 00:45,1,o,0.0,0.0,0.0,7310769.0
11-06-2021 00:45,1,p,0.0,0.0,0.0,7215600.0
11-06-2021 00:45,1,q,0.0,0.0,0.0,7240508.0
11-06-2021 00:45,1,r,0.0,0.0,0.0,6982403.0
11-06-2021 00:45,1,s,0.0,0.0,0.0,7205465.0
11-06-2021 00:45,1,t,0.0,0.0,0.0,6537903.0
11-06-2021 00:45,1,u,0.0,0.0,0.0,7317016.0
11-06-2021 01:00,1,a,0.0,0.0,0.0,6444981.0
11-06-2021 01:00,1,b,0.0,0.0,0.0,6386620.0
11-06-2021 01:00,1,c,0.0,0.0,0.0,7190469.0
11-06-2021 01:00,1,d,0.0,0.0,0.0,7801091.0
11-06-2021 01:00,1,e,0.0,0.0,0.0,7361623.0
11-06-2021 01:00,1,f,0.0,0.0,0.0,7409295.0
11-06-2021 01:00,1,g,0.0,0.0,0.0,7227367.0
11-06-2021 01:00,1,w,0.0,0.0,0.0,7379687.0
11-06-2021 01:00,1,h,0.0,0.0,0.0,6724210.0
11-06-2021 01:00,1,i,0.0,0.0,0.0,7296071.0
11-06-2021 01:00,1,j,0.0,0.0,0.0,6476944.0
11-06-2021 01:00,1,k,0.0,0.0,0.0,6499210.0
11-06-2021 01:00,1,l,0.0,0.0,0.0,7379779.0
11-06-2021 01:00,1,m,0.0,0.0,0.0,6381032.0
11-06-2021 01:00,1,n,0.0,0.0,0.0,7369294.0
11-06-2021 01:00,1,o,0.0,0.0,0.0,7310769.0
11-06-2021 01:00,1,p,0.0,0.0,0.0,7215600.0
11-06-2021 01:00,1,q,0.0,0.0,0.0,7240508.0
11-06-2021 01:00,1,r,0.0,0.0,0.0,6982403.0
11-06-2021 01:00,1,s,0.0,0.0,0.0,7205465.0
11-06-2021 01:00,1,t,0.0,0.0,0.0,6537903.0
11-06-2021 01:00,1,u,0.0,0.0,0.0,7317016.0
11-06-2021 01:15,1,a,0.0,0.0,0.0,6444981.0
11-06-2021 01:15,1,b,0.0,0.0,0.0,6386620.0
11-06-2021 01:15,1,c,0.0,0.0,0.0,7190469.0
11-06-2021 01:15,1,d,0.0,0.0,0.0,7801091.0
11-06-2021 01:15,1,e,0.0,0.0,0.0,7361623.0
11-06-2021 01:15,1,f,0.0,0.0,0.0,7409295.0
11-06-2021 01:15,1,g,0.0,0.0,0.0,7227367.0
11-06-2021 01:15,1,w,0.0,0.0,0.0,7379687.0
11-06-2021 01:15,1,h,0.0,0.0,0.0,6724210.0
11-06-2021 01:15,1,i,0.0,0.0,0.0,7296071.0
11-06-2021 01:15,1,j,0.0,0.0,0.0,6476944.0
11-06-2021 01:15,1,k,0.0,0.0,0.0,6499210.0
11-06-2021 01:15,1,l,0.0,0.0,0.0,7379779.0
11-06-2021 01:15,1,m,0.0,0.0,0.0,6381032.0
11-06-2021 01:15,1,n,0.0,0.0,0.0,7369294.0
11-06-2021 01:15,1,o,0.0,0.0,0.0,7310769.0
11-06-2021 01:15,1,p,0.0,0.0,0.0,7215600.0
11-06-2021 01:15,1,q,0.0,0.0,0.0,7240508.0
11-06-2021 01:15,1,r,0.0,0.0,0.0,6982403.0
11-06-2021 01:15,1,s,0.0,0.0,0.0,7205465.0
11-06-2021 01:15,1,t,0.0,0.0,0.0,6537903.0
11-06-2021 01:15,1,u,0.0,0.0,0.0,7317016.0
11-06-2021 01:30,1,a,0.0,0.0,0.0,6444981.0
11-06-2021 01:30,1,b,0.0,0.0,0.0,6386620.0
11-06-2021 01:30,1,c,0.0,0.0,0.0,7190469.0
11-06-2021 01:30,1,d,0.0,0.0,0.0,7801091.0
11-06-2021 01:30,1,e,0.0,0.0,0.0,7361623.0
11-06-2021 01:30,1,f,0.0,0.0,0.0,7409295.0
11-06-2021 01:30,1,g,0.0,0.0,0.0,7227367.0
11-06-2021 01:30,1,w,0.0,0.0,0.0,7379687.0
11-06-2021 01:30,1,h,0.0,0.0,0.0,6724210.0
11-06-2021 01:30,1,i,0.0,0.0,0.0,7296071.0
11-06-2021 01:30,1,j,0.0,0.0,0.0,6476944.0
11-06-2021 01:30,1,k,0.0,0.0,0.0,6499210.0
11-06-2021 01:30,1,l,0.0,0.0,0.0,7379779.0
11-06-2021 01:30,1,m,0.0,0.0,0.0,6381032.0
11-06-2021 01:30,1,n,0.0,0.0,0.0,7369294.0
11-06-2021 01:30,1,o,0.0,0.0,0.0,7310769.0
11-06-2021 01:30,1,p,0.0,0.0,0.0,7215600.0
11-06-2021 01:30,1,q,0.0,0.0,0.0,7240508.0
11-06-2021 01:30,1,r,0.0,0.0,0.0,6982403.0
11-06-2021 01:30,1,s,0.0,0.0,0.0,7205465.0
11-06-2021 01:30,1,t,0.0,0.0,0.0,6537903.0
11-06-2021 01:30,1,u,0.0,0.0,0.0,7317016.0
11-06-2021 01:45,1,a,0.0,0.0,0.0,6444981.0
11-06-2021 01:45,1,b,0.0,0.0,0.0,6386620.0
11-06-2021 01:45,1,c,0.0,0.0,0.0,7190469.0
11-06-2021 01:45,1,d,0.0,0.0,0.0,7801091.0
11-06-2021 01:45,1,e,0.0,0.0,0.0,7361623.0
11-06-2021 01:45,1,f,0.0,0.0,0.0,7409295.0
11-06-2021 01:45,1,g,0.0,0.0,0.0,7227367.0
11-06-2021 01:45,1,w,0.0,0.0,0.0,7379687.0
11-06-2021 01:45,1,h,0.0,0.0,0.0,6724210.0
11-06-2021 01:45,1,i,0.0,0.0,0.0,7296071.0
11-06-2021 01:45,1,j,0.0,0.0,0.0,6476944.0
11-06-2021 01:45,1,k,0.0,0.0,0.0,6499210.0
11-06-2021 01:45,1,l,0.0,0.0,0.0,7379779.0
11-06-2021 01:45,1,m,0.0,0.0,0.0,6381032.0
11-06-2021 01:45,1,n,0.0,0.0,0.0,7369294.0
11-06-2021 01:45,1,o,0.0,0.0,0.0,7310769.0
11-06-2021 01:45,1,p,0.0,0.0,0.0,7215600.0
11-06-2021 01:45,1,q,0.0,0.0,0.0,7240508.0
11-06-2021 01:45,1,r,0.0,0.0,0.0,6982403.0
11-06-2021 01:45,1,s,0.0,0.0,0.0,7205465.0
11-06-2021 01:45,1,t,0.0,0.0,0.0,6537903.0
11-06-2021 01:45,1,u,0.0,0.0,0.0,7317016.0
11-06-2021 02:00,1,a,0.0,0.0,0.0,6444981.0
11-06-2021 02:00,1,b,0.0,0.0,0.0,6386620.0
11-06-2021 02:00,1,c,0.0,0.0,0.0,7190469.0
11-06-2021 02:00,1,d,0.0,0.0,0.0,7801091.0
11-06-2021 02:00,1,e,0.0,0.0,0.0,7361623.0
11-06-2021 02:00,1,f,0.0,0.0,0.0,7409295.0
11-06-2021 02:00,1,g,0.0,0.0,0.0,7227367.0
11-06-2021 02:00,1,w,0.0,0.0,0.0,7379687.0
11-06-2021 02:00,1,h,0.0,0.0,0.0,6724210.0
11-06-2021 02:00,1,i,0.0,0.0,0.0,7296071.0
11-06-2021 02:00,1,j,0.0,0.0,0.0,6476944.0
11-06-2021 02:00,1,k,0.0,0.0,0.0,6499210.0
11-06-2021 02:00,1,l,0.0,0.0,0.0,7379779.0
11-06-2021 02:00,1,m,0.0,0.0,0.0,6381032.0
11-06-2021 02:00,1,n,0.0,0.0,0.0,7369294.0
11-06-2021 02:00,1,o,0.0,0.0,0.0,7310769.0
11-06-2021 02:00,1,p,0.0,0.0,0.0,7215600.0
11-06-2021 02:00,1,q,0.0,0.0,0.0,7240508.0
11-06-2021 02:00,1,r,0.0,0.0,0.0,6982403.0
11-06-2021 02:00,1,s,0.0,0.0,0.0,7205465.0
11-06-2021 02:00,1,t,0.0,0.0,0.0,6537903.0
11-06-2021 02:00,1,u,0.0,0.0,0.0,7317016.0
11-06-2021 02:15,1,a,0.0,0.0,0.0,6444981.0
11-06-2021 02:15,1,b,0.0,0.0,0.0,6386620.0
11-06-2021 02:15,1,c,0.0,0.0,0.0,7190469.0
11-06-2021 02:15,1,d,0.0,0.0,0.0,7801091.0
11-06-2021 02:15,1,e,0.0,0.0,0.0,7361623.0
