dzien_czas,id_farmy,zrodlo,moc_DC,moc_AC,wydajnosc,wydajnosc_sum
2020-05-16 00:00:00,2,a,0.0,0.0,4201.0,2433212.0
2020-05-16 00:00:00,2,b,0.0,0.0,0.0,1215281950.0
2020-05-16 00:00:00,2,c,0.0,0.0,3082.0,2247728823.0
2020-05-16 00:00:00,2,d,0.0,0.0,276.9333333333332,1708404.0
2020-05-16 00:00:00,2,e,0.0,0.0,3221.0,19951189.0
2020-05-16 00:00:00,2,f,0.0,0.0,4510.9333333333325,1794967092.0
2020-05-16 00:00:00,2,g,0.0,0.0,2462.4,282602044.0
2020-05-16 00:00:00,2,h,0.0,0.0,4680.0,2461446.0
2020-05-16 00:00:00,2,i,0.0,0.0,1895.0,111522066.0
2020-05-16 00:00:00,2,j,0.0,0.0,1823.8,1348359920.0
2020-05-16 00:00:00,2,k,0.0,0.0,0.0,838427793.0
2020-05-16 00:00:00,2,l,0.0,0.0,4239.0,329513324.0
2020-05-16 00:00:00,2,m,0.0,0.0,0.0,1412092487.0
2020-05-16 00:00:00,2,n,0.0,0.0,0.0,181704882.0
2020-05-16 00:00:00,2,o,0.0,0.0,1258.9333333333332,593589467.0
2020-05-16 00:00:00,2,p,0.0,0.0,946.1333333333334,1659972147.0
2020-05-16 00:00:00,2,q,0.0,0.0,0.0,1708088744.0
2020-05-16 00:00:00,2,r,0.0,0.0,9096.0,349019.0
2020-05-16 00:00:00,2,s,0.0,0.0,367.1333333333335,120969615.0
2020-05-16 00:00:00,2,t,0.0,0.0,0.0,2221536.0
2020-05-16 00:00:00,2,u,0.0,0.0,9465.0,106666086.0
2020-05-16 00:00:00,2,w,0.0,0.0,0.0,209146685.0
2020-05-16 00:15:00,2,a,0.0,0.0,4201.0,2433212.0
2020-05-16 00:15:00,2,b,0.0,0.0,0.0,1215281950.0
2020-05-16 00:15:00,2,c,0.0,0.0,0.0,2247728823.0
2020-05-16 00:15:00,2,d,0.0,0.0,0.0,1708404.0
