dzien_czas,id_farmy,zrodlo,temp_otoczenia,temp_modulu,naslonecznienie
2021-05-17 00:00:00,2,2_pv,26.2900461,25.4209615,0.0
2021-05-17 00:15:00,2,2_pv,26.1488657,25.0748806,0.0
2021-05-17 00:30:00,2,2_pv,25.8835511,24.7258465,0.0
2021-05-17 00:45:00,2,2_pv,25.9061678,24.5954905,0.0
2021-05-17 01:00:00,2,2_pv,25.7627974,24.3482003,0.0
2021-05-17 01:15:00,2,2_pv,25.5164062,23.8689656,0.0
2021-05-17 01:30:00,2,2_pv,25.3675354,23.3072785,0.0
2021-05-17 01:45:00,2,2_pv,24.8305216,22.6896343,0.0
2021-05-17 02:00:00,2,2_pv,24.7300618,22.4116985,0.0
2021-05-17 02:15:00,2,2_pv,24.4679262,22.1721771,0.0
2021-05-17 02:30:00,2,2_pv,24.2546642,21.830828,0.0
2021-05-17 02:45:00,2,2_pv,24.2884785,22.0968598,0.0
2021-05-17 03:00:00,2,2_pv,24.1800069,22.021513,0.0
2021-05-17 03:15:00,2,2_pv,23.9522593,21.7182801,0.0
2021-05-17 03:30:00,2,2_pv,24.1183188,22.020067,0.0
2021-05-17 03:45:00,2,2_pv,24.3188711,22.5703177,0.0
2021-05-17 04:00:00,2,2_pv,24.3663016,22.7016339,0.0
2021-05-17 04:15:00,2,2_pv,24.6378753,23.1223684,4.48e-05
2021-05-17 04:30:00,2,2_pv,24.7277337,23.3042689,0.0
2021-05-17 04:45:00,2,2_pv,24.89812,23.5179647,0.0
2021-05-17 05:00:00,2,2_pv,24.7365207,23.2956838,0.0
2021-05-17 05:15:00,2,2_pv,24.8569894,23.2030915,0.0
2021-05-17 05:30:00,2,2_pv,24.6831023,23.1353384,0.0
2021-05-17 05:45:00,2,2_pv,24.4730372,22.7768638,9.4e-05
2021-05-17 06:00:00,2,2_pv,24.3191949,23.0567848,0.0055399
2021-05-17 06:15:00,2,2_pv,25.0564646,24.0041229,0.0183705
2021-05-17 06:30:00,2,2_pv,25.2911621,24.8225371,0.0262915
2021-05-17 06:45:00,2,2_pv,25.5236889,25.355253,0.0311808
2021-05-17 07:00:00,2,2_pv,25.7233958,25.9464314,0.0476669
2021-05-17 07:15:00,2,2_pv,26.1357264,27.0016552,0.0694369
2021-05-17 07:30:00,2,2_pv,26.6747182,28.9184459,0.1270577
2021-05-17 07:45:00,2,2_pv,27.6051717,32.4952109,0.2357183
2021-05-17 08:00:00,2,2_pv,28.5440064,37.891594,0.4306667
2021-05-17 08:15:00,2,2_pv,29.2123748,43.3044636,0.4617635
2021-05-17 08:30:00,2,2_pv,29.6891277,44.7132052,0.512076
2021-05-17 08:45:00,2,2_pv,29.9880768,45.0686065,0.4709115
2021-05-17 09:00:00,2,2_pv,30.0477063,44.359752,0.5358375
2021-05-17 09:15:00,2,2_pv,30.7054585,48.360558,0.7126864
2021-05-17 09:30:00,2,2_pv,31.6398318,51.3436818,0.6903431
2021-05-17 09:45:00,2,2_pv,31.7981537,50.5724163,0.7143508
2021-05-17 10:00:00,2,2_pv,32.3721936,52.0840993,0.6756344
2021-05-17 10:15:00,2,2_pv,32.3056823,49.3435222,0.5722677
2021-05-17 10:30:00,2,2_pv,32.4420848,48.3723219,0.6707604
2021-05-17 10:45:00,2,2_pv,32.9831869,50.800838,0.7487384
2021-05-17 11:00:00,2,2_pv,33.5900089,51.3977421,0.7441024
2021-05-17 11:15:00,2,2_pv,33.8021165,51.1089784,0.6819333
2021-05-17 11:30:00,2,2_pv,33.9732348,47.9988478,0.4981053
2021-05-17 11:45:00,2,2_pv,33.6794626,44.8420064,0.4553651
2021-05-17 12:00:00,2,2_pv,33.770687,46.6119648,0.5253699
2021-05-17 12:15:00,2,2_pv,34.1364483,48.8539943,0.5782549
2021-05-17 12:30:00,2,2_pv,34.3217223,50.2038616,0.6100332
2021-05-17 12:45:00,2,2_pv,34.6467821,51.2706216,0.7156156
2021-05-17 13:00:00,2,2_pv,35.0309509,53.7606446,0.7547385
2021-05-17 13:15:00,2,2_pv,35.5241027,56.5418691,0.7998285
2021-05-17 13:30:00,2,2_pv,36.1034191,59.10053,0.6887481
2021-05-17 13:45:00,2,2_pv,36.2146638,55.3018789,0.7612834
2021-05-17 14:00:00,2,2_pv,36.4980315,54.589568,0.7789892
2021-05-17 14:15:00,2,2_pv,36.6029694,52.8463339,0.7322839
2021-05-17 14:30:00,2,2_pv,36.8312421,51.1323105,0.5855804
2021-05-17 14:45:00,2,2_pv,36.5331855,49.3653697,0.4926846
2021-05-17 15:00:00,2,2_pv,36.1095295,45.6770389,0.3013767
2021-05-17 15:15:00,2,2_pv,35.4193434,40.6279126,0.2451469
2021-05-17 15:30:00,2,2_pv,35.6123197,40.9698496,0.2830913
2021-05-17 15:45:00,2,2_pv,35.5120262,41.2784802,0.2785616
2021-05-17 16:00:00,2,2_pv,35.3353059,40.3424246,0.2795773
2021-05-17 16:15:00,2,2_pv,35.8212099,42.7687176,0.4279635
2021-05-17 16:30:00,2,2_pv,36.0776915,44.569872,0.4045281
2021-05-17 16:45:00,2,2_pv,36.4437449,43.5722157,0.3040243
2021-05-17 17:00:00,2,2_pv,35.5071592,38.9288488,0.0938256
2021-05-17 17:15:00,2,2_pv,35.0953765,36.1006735,0.112434
2021-05-17 17:30:00,2,2_pv,35.3016567,37.2819794,0.1570494
2021-05-17 17:45:00,2,2_pv,35.0653644,36.4997081,0.0815179
2021-05-17 18:00:00,2,2_pv,34.5746512,35.2310995,0.0685124
2021-05-17 18:15:00,2,2_pv,34.2627016,33.8232886,0.0252638
2021-05-17 18:30:00,2,2_pv,33.8224397,31.8685629,0.0048542
2021-05-17 18:45:00,2,2_pv,32.5056627,30.8718788,0.0
2021-05-17 19:00:00,2,2_pv,31.5056082,30.3285797,0.0
2021-05-17 19:15:00,2,2_pv,31.155717,29.985616,0.0
2021-05-17 19:30:00,2,2_pv,30.8027343,29.774999,0.0
2021-05-17 19:45:00,2,2_pv,30.5476704,29.6237396,0.0
2021-05-17 20:00:00,2,2_pv,30.3005688,29.353965,0.0
2021-05-17 20:15:00,2,2_pv,29.8116189,29.0146261,0.0
2021-05-17 20:30:00,2,2_pv,29.1945903,28.4822877,0.0
2021-05-17 20:45:00,2,2_pv,28.8081707,28.0601448,0.0
2021-05-17 21:00:00,2,2_pv,28.4968018,27.8069132,0.0
2021-05-17 21:15:00,2,2_pv,28.2212337,27.6457928,0.0
2021-05-17 21:30:00,2,2_pv,27.9088581,27.5633099,0.0
2021-05-17 21:45:00,2,2_pv,27.7562022,27.4569041,0.0
2021-05-17 22:00:00,2,2_pv,26.5074842,25.2210063,0.0
2021-05-17 22:15:00,2,2_pv,26.3227835,24.4446674,0.001649
2021-05-17 22:30:00,2,2_pv,26.6227386,24.9772455,0.0019375
2021-05-17 22:45:00,2,2_pv,26.2797891,25.8102579,0.0010388
2021-05-17 23:00:00,2,2_pv,26.047403,25.5827097,0.0007459
2021-05-17 23:15:00,2,2_pv,25.5186767,25.4020418,0.0001429
2021-05-17 23:30:00,2,2_pv,24.4731607,24.7217172,0.0
2021-05-17 23:45:00,2,2_pv,23.4299233,23.8248722,0.0
