dzien_czas,id_farmy,zrodlo,temp_otoczenia,temp_modulu,naslonecznienie
2021-06-10 00:00:00,2,2_pv,25.4373879,24.2024577,0.0
2021-06-10 00:15:00,2,2_pv,25.2131463,23.8280366,0.0
2021-06-10 00:30:00,2,2_pv,25.1216625,23.6046733,0.0
2021-06-10 00:45:00,2,2_pv,25.0152556,23.5781882,0.0
2021-06-10 01:00:00,2,2_pv,24.9926105,23.7386078,0.0
2021-06-10 01:15:00,2,2_pv,24.8805868,23.8484286,0.0
2021-06-10 01:30:00,2,2_pv,24.7617827,23.5466339,0.0
2021-06-10 01:45:00,2,2_pv,24.697294,23.4124521,0.0
2021-06-10 02:00:00,2,2_pv,24.6403902,23.5137056,0.0
2021-06-10 02:15:00,2,2_pv,24.6962769,23.8768655,0.0
2021-06-10 02:30:00,2,2_pv,24.722768,23.9171204,0.0
2021-06-10 02:45:00,2,2_pv,24.6661956,23.7414814,0.0
2021-06-10 03:00:00,2,2_pv,24.6064933,23.7642905,0.0
2021-06-10 03:15:00,2,2_pv,24.51723,23.4690609,0.0
2021-06-10 03:30:00,2,2_pv,24.5019198,23.4260995,0.0
2021-06-10 03:45:00,2,2_pv,24.4693897,23.3096209,0.0
2021-06-10 04:00:00,2,2_pv,24.4725797,23.2219626,0.0
2021-06-10 04:15:00,2,2_pv,24.4001039,23.0199686,0.0
2021-06-10 04:30:00,2,2_pv,24.3790358,22.8481193,0.0
2021-06-10 04:45:00,2,2_pv,24.2985862,22.6982198,0.0
2021-06-10 05:00:00,2,2_pv,24.17085,22.588038,0.0
2021-06-10 05:15:00,2,2_pv,24.1740569,22.7955882,0.0
2021-06-10 05:30:00,2,2_pv,24.1933249,22.9055797,0.0
2021-06-10 05:45:00,2,2_pv,24.3626637,23.178693,0.0010603
2021-06-10 06:00:00,2,2_pv,24.4403169,23.3795156,0.0098506
2021-06-10 06:15:00,2,2_pv,24.4838215,23.5817387,0.0191415
2021-06-10 06:30:00,2,2_pv,24.6548909,24.195461,0.0282602
2021-06-10 06:45:00,2,2_pv,24.784329,24.7825856,0.0481388
2021-06-10 07:00:00,2,2_pv,24.9788123,25.6695987,0.0670705
2021-06-10 07:15:00,2,2_pv,25.1080181,26.3131489,0.0715662
2021-06-10 07:30:00,2,2_pv,25.2954574,27.0980572,0.1130818
2021-06-10 07:45:00,2,2_pv,25.5107543,28.2220631,0.1587629
2021-06-10 08:00:00,2,2_pv,25.9544596,30.2147247,0.2368948
2021-06-10 08:15:00,2,2_pv,26.4346482,32.8488444,0.3426623
2021-06-10 08:30:00,2,2_pv,27.3451212,37.5524555,0.5233091
2021-06-10 08:45:00,2,2_pv,27.5466708,38.0682446,0.4238464
2021-06-10 09:00:00,2,2_pv,27.7801168,36.677243,0.3512608
2021-06-10 09:15:00,2,2_pv,27.6794222,34.8199927,0.3692133
2021-06-10 09:30:00,2,2_pv,28.4546753,39.858438,0.7025942
2021-06-10 09:45:00,2,2_pv,29.1318299,43.1692473,0.7139899
2021-06-10 10:00:00,2,2_pv,29.3563611,42.2361882,0.5876123
2021-06-10 10:15:00,2,2_pv,29.5071959,41.6327321,0.6250154
2021-06-10 10:30:00,2,2_pv,30.099379,44.0463772,0.7730966
2021-06-10 10:45:00,2,2_pv,30.5425226,46.7579619,0.8169313
2021-06-10 11:00:00,2,2_pv,30.9578287,51.6436981,0.920785
2021-06-10 11:15:00,2,2_pv,31.2954865,50.5755861,0.7684907
2021-06-10 11:30:00,2,2_pv,31.7572999,51.8556337,0.7788567
2021-06-10 11:45:00,2,2_pv,31.9201211,48.9762857,0.7246776
2021-06-10 12:00:00,2,2_pv,32.2800933,53.3167631,0.9539991
2021-06-10 12:15:00,2,2_pv,32.9721527,57.7699776,0.9167926
2021-06-10 12:30:00,2,2_pv,33.4399289,58.8296889,0.8183672
2021-06-10 12:45:00,2,2_pv,33.3012512,53.3230825,0.7079482
2021-06-10 13:00:00,2,2_pv,33.0392169,45.8699518,0.3938053
2021-06-10 13:15:00,2,2_pv,33.3262257,45.952479,0.5044548
2021-06-10 13:30:00,2,2_pv,33.4992136,44.502122,0.5222638
2021-06-10 13:45:00,2,2_pv,33.9250004,48.6077576,0.4816419
2021-06-10 14:00:00,2,2_pv,33.5631012,43.0200936,0.3840502
2021-06-10 14:15:00,2,2_pv,33.7028229,43.9537414,0.3961507
2021-06-10 14:30:00,2,2_pv,33.9209014,43.0730611,0.3344233
2021-06-10 14:45:00,2,2_pv,33.6400671,37.9510289,0.1738959
2021-06-10 15:00:00,2,2_pv,31.6276276,32.3319213,0.1978483
2021-06-10 15:15:00,2,2_pv,30.474946,31.8191317,0.1941973
2021-06-10 15:30:00,2,2_pv,28.844152,27.8058766,0.1557527
2021-06-10 15:45:00,2,2_pv,28.8524355,27.6126774,0.1756765
2021-06-10 16:00:00,2,2_pv,28.7923195,31.0020174,0.2759301
2021-06-10 16:15:00,2,2_pv,30.2339967,35.3266753,0.2930965
2021-06-10 16:30:00,2,2_pv,31.04575,36.9024489,0.2751796
2021-06-10 16:45:00,2,2_pv,30.4819764,34.3352245,0.1438109
2021-06-10 17:00:00,2,2_pv,28.8715316,30.4544973,0.0598915
2021-06-10 17:15:00,2,2_pv,28.4741152,28.6968811,0.0138441
2021-06-10 17:30:00,2,2_pv,28.1617905,27.1416862,0.0098822
2021-06-10 17:45:00,2,2_pv,27.7597739,25.4646059,0.0076835
2021-06-10 18:00:00,2,2_pv,27.5940356,25.2386321,0.0057234
2021-06-10 18:15:00,2,2_pv,27.4848318,25.356442,0.0010759
2021-06-10 18:30:00,2,2_pv,27.020735,24.4898461,4e-06
2021-06-10 18:45:00,2,2_pv,26.5190602,24.2318676,9e-06
2021-06-10 19:00:00,2,2_pv,25.6803475,23.940505,0.0
