dzien_czas,id_farmy,zrodlo,temp_otoczenia,temp_modulu,naslonecznienie
2021-06-03 00:00:00,1,1_pv,23.1571288,20.8914651,0.0
2021-06-03 00:15:00,1,1_pv,22.9743245,20.5762919,0.0
2021-06-03 00:30:00,1,1_pv,22.6729717,20.4582643,0.0
2021-06-03 00:45:00,1,1_pv,22.5986816,20.5411071,0.0
2021-06-03 01:00:00,1,1_pv,22.7044839,21.2368817,0.0
2021-06-03 01:15:00,1,1_pv,22.8006439,21.7230006,0.0
2021-06-03 01:30:00,1,1_pv,22.8833477,21.5857381,0.0
2021-06-03 01:45:00,1,1_pv,22.9374469,21.3681458,0.0
2021-06-03 02:00:00,1,1_pv,22.8428955,21.206132,0.0
2021-06-03 02:15:00,1,1_pv,22.6602357,20.9920919,0.0
2021-06-03 02:30:00,1,1_pv,22.5012351,21.1116129,0.0
2021-06-03 02:45:00,1,1_pv,22.4595031,21.3991435,0.0
2021-06-03 03:00:00,1,1_pv,22.4499593,21.3038554,0.0
2021-06-03 03:15:00,1,1_pv,22.5092229,20.7892827,0.0
2021-06-03 03:30:00,1,1_pv,22.4485492,20.5160319,0.0
2021-06-03 03:45:00,1,1_pv,22.3499103,20.4516763,0.0
2021-06-03 04:00:00,1,1_pv,22.3645529,20.5542683,0.0
2021-06-03 04:15:00,1,1_pv,22.3472615,20.6884277,0.0
2021-06-03 04:30:00,1,1_pv,22.3204386,20.8757264,0.0
2021-06-03 04:45:00,1,1_pv,22.3295206,21.2048279,0.0
2021-06-03 05:00:00,1,1_pv,22.2995525,21.0418415,0.0
2021-06-03 05:15:00,1,1_pv,22.2305481,21.1730612,0.0
2021-06-03 05:30:00,1,1_pv,22.0297765,21.0095303,0.0
2021-06-03 05:45:00,1,1_pv,21.9093404,20.5711305,0.0001669
2021-06-03 06:00:00,1,1_pv,21.8664428,20.3418111,0.0066136
2021-06-03 06:15:00,1,1_pv,21.8627444,20.6966776,0.0238565
2021-06-03 06:30:00,1,1_pv,21.9704507,21.5754925,0.042221
2021-06-03 06:45:00,1,1_pv,22.1155355,22.7274129,0.0625831
2021-06-03 07:00:00,1,1_pv,22.3970499,24.1448362,0.0990856
2021-06-03 07:15:00,1,1_pv,22.7777608,26.2930441,0.1566565
2021-06-03 07:30:00,1,1_pv,23.2902242,28.9118979,0.1967186
2021-06-03 07:45:00,1,1_pv,23.8532755,30.580068,0.2355114
2021-06-03 08:00:00,1,1_pv,24.2701459,31.9833659,0.3050666
2021-06-03 08:15:00,1,1_pv,24.6986653,34.0502216,0.3131774
2021-06-03 08:30:00,1,1_pv,25.2027302,34.8082337,0.3114204
2021-06-03 08:45:00,1,1_pv,25.5240945,34.5064007,0.3506714
2021-06-03 09:00:00,1,1_pv,25.7904479,36.4674135,0.4392469
2021-06-03 09:15:00,1,1_pv,25.9910524,37.3062216,0.4313674
2021-06-03 09:30:00,1,1_pv,26.0192219,36.8306515,0.391912
2021-06-03 09:45:00,1,1_pv,25.796405,36.3065082,0.4066448
2021-06-03 10:00:00,1,1_pv,25.9763753,36.446625,0.4015831
2021-06-03 10:15:00,1,1_pv,26.1708049,36.6744507,0.4154079
2021-06-03 10:30:00,1,1_pv,26.6612375,39.5884288,0.6155803
2021-06-03 10:45:00,1,1_pv,27.4526612,45.5727457,0.7759156
2021-06-03 11:00:00,1,1_pv,27.9694763,47.941911,0.7143713
2021-06-03 11:15:00,1,1_pv,27.9888427,46.1940779,0.6610666
2021-06-03 11:30:00,1,1_pv,27.9412211,45.7709409,0.8066293
2021-06-03 11:45:00,1,1_pv,28.5905884,54.7813884,1.0191047
2021-06-03 12:00:00,1,1_pv,28.4816651,50.6394613,0.6639424
2021-06-03 12:15:00,1,1_pv,28.0582745,47.815446,0.7152715
2021-06-03 12:30:00,1,1_pv,28.5701621,49.9402749,0.8113028
2021-06-03 12:45:00,1,1_pv,28.7927979,51.4332275,0.8961615
2021-06-03 13:00:00,1,1_pv,29.0676921,51.6461769,0.799893
2021-06-03 13:15:00,1,1_pv,28.8848427,48.9881389,0.7113611
2021-06-03 13:30:00,1,1_pv,28.5592814,48.7766883,0.7504526
2021-06-03 13:45:00,1,1_pv,27.8621878,46.6314395,0.6152726
2021-06-03 14:15:00,1,1_pv,28.3619929,50.6270428,0.7166805
2021-06-03 14:30:00,1,1_pv,28.3093567,47.3773967,0.6733117
2021-06-03 14:45:00,1,1_pv,28.2781589,45.0681699,0.7309555
2021-06-03 15:00:00,1,1_pv,28.8466328,50.6863345,0.8673506
2021-06-03 15:15:00,1,1_pv,28.8528829,50.806604,0.7781302
2021-06-03 15:30:00,1,1_pv,28.367865,46.1937744,0.5263113
2021-06-03 15:45:00,1,1_pv,28.2009097,40.3454507,0.4154654
2021-06-03 16:00:00,1,1_pv,27.4064331,36.7565469,0.3453362
2021-06-03 16:15:00,1,1_pv,27.1236675,35.6912474,0.2754312
2021-06-03 16:30:00,1,1_pv,26.7737283,32.2984699,0.1812309
2021-06-03 16:45:00,1,1_pv,26.6105695,32.1950314,0.2930501
2021-06-03 17:00:00,1,1_pv,27.0771933,36.6476562,0.3938906
2021-06-03 17:15:00,1,1_pv,26.4934388,33.2647399,0.2100267
2021-06-03 17:30:00,1,1_pv,26.1603496,29.8308308,0.1741179
